1,107.203437,12
1,114.181604,8
1,112.440947,10
1,111.930883,10
1,117.146493,8
1,108.891304,12
1,110.588760,10
1,115.937665,10
1,113.465468,10
1,107.203437,12
1,110.924821,9
1,113.543645,11
1,111.094258,11
1,109.576643,10
1,117.456263,9
1,113.477864,11
1,116.111069,10
1,107.350988,10
1,117.331299,9
1,106.061126,10
1,102.198103,11
1,113.703726,10
1,113.417733,11
1,107.686110,8
1,103.362744,11
1,107.642638,10
1,115.215445,7
1,114.801872,7
1,108.364927,9
1,113.172816,9
1,112.952935,10
1,112.482637,10
1,117.146493,8
1,110.165374,10
1,105.440981,13
1,114.635111,9
1,108.621015,10
1,113.963710,8
1,107.044036,8
1,111.636561,7
1,113.249059,8
1,114.937892,8
1,110.385326,9
1,105.651864,11
1,101.746795,10
1,111.218661,8
1,112.433452,9
1,113.703726,10
1,106.348395,6
1,112.710593,9
1,113.543645,11
1,103.664125,10
1,113.080439,7
1,114.394521,9
1,112.758209,9
1,113.821325,8
1,112.703903,6
1,104.005821,12
1,104.548707,10
1,109.023155,8
1,110.637701,10
1,112.940030,8
1,109.704575,6
1,113.258207,10
1,114.270635,10
1,110.745624,8
1,105.021913,12
1,112.663730,7
1,110.236108,7
1,108.367156,10
1,112.123397,10
1,112.123397,10
1,108.271012,5
1,112.561004,11
1,109.880080,7
1,113.228537,9
1,104.651094,8
1,111.954181,8
1,110.230660,7
1,113.717838,7
1,110.338682,3
1,120.738431,8
1,115.048914,9
1,108.911650,10
1,110.237767,9
1,111.349702,11
1,108.332513,7
1,110.548960,9
1,112.900563,8
1,109.826358,11
1,108.757391,8
1,108.651512,11
1,112.365407,9
1,112.209588,9
1,107.745020,8
1,114.259705,9
1,112.853466,8
1,118.399843,8
1,114.405507,10
1,119.442815,8
1,120.609670,7
1,105.319338,7
1,113.273700,8
1,105.228005,8
1,109.131727,11
1,112.949728,11
1,107.709641,11
1,112.622017,7
1,113.504713,9
1,114.434156,9
1,113.878472,6
1,105.574347,8
1,116.809460,6
1,115.087888,3
1,111.424382,8
1,113.389207,8
1,111.347180,7
1,108.638044,9
1,109.745319,7
1,108.871839,8
1,113.477859,7
1,113.746143,8
1,114.124259,5
1,109.686898,9
1,113.076513,6
1,110.888896,10
1,113.207201,8
1,110.439512,6
1,113.318330,8
1,111.843496,9
1,113.853249,6
1,107.672866,6
1,115.918255,5
1,111.618209,5
1,116.096177,9
1,104.900577,9
1,111.388011,4
1,107.247787,8
1,111.743921,9
1,115.383990,7
1,114.633115,9
1,109.523785,7
1,111.843496,9
1,112.561004,11
1,112.572966,5
1,110.508518,9
1,112.710947,7
1,112.209588,9
1,104.871656,9
1,108.666919,10
1,115.867772,7
1,106.757488,9
1,111.424382,8
1,113.648283,6
1,113.905164,5
1,109.181982,7
1,111.439581,7
1,110.513672,5
1,111.424382,8
1,113.198643,8
1,111.381843,6
1,113.273411,10
1,112.931251,10
1,109.419728,6
1,108.297119,10
1,110.624164,8
1,110.672504,8
1,105.736811,9
1,118.389427,8
1,112.990054,7
1,115.259000,8
1,101.382708,10
1,117.124276,6
1,115.377012,11
1,112.668449,10
1,110.990693,10
1,114.394521,9
1,111.845904,6
1,111.878976,8
1,112.189043,8
1,114.101248,8
1,108.284091,9
1,116.224668,7
1,107.294437,9
1,107.829022,9
1,108.729660,5
1,111.378498,7
1,114.231742,10
1,109.420643,5
1,107.076927,10
1,111.889835,7
1,109.779672,6
1,114.214520,8
1,108.280472,10
1,107.940552,7
1,108.451666,8
1,111.687811,8
1,110.089122,8
1,111.704736,9
1,110.783081,7
1,110.324863,9
1,113.491559,7
1,115.433835,7
1,109.582005,6
1,107.541686,9
1,110.777777,8
1,112.842662,9
1,111.313737,6
1,108.931192,10
1,114.131468,9
1,106.743156,6
1,109.907649,7
1,104.900577,9
1,111.232539,9
1,118.863319,6
1,106.574803,7
1,112.526029,9
1,105.938295,8
1,114.125178,7
1,111.465913,7
1,112.171247,8
1,108.666919,10
1,108.939378,8
1,111.668407,5
1,111.096867,8
1,110.783779,10
1,113.801904,9
1,109.270350,5
1,110.453518,9
1,105.938295,8
1,110.827781,4
1,110.120166,6
1,111.687811,8
1,109.912682,5
1,114.976615,7
1,109.382279,9
1,109.666348,7
1,114.508373,10
1,113.141914,6
1,111.100434,6
1,112.460323,6
1,114.376014,5
1,113.905164,5
1,104.900577,9
1,112.381364,10
1,112.835933,7
1,112.710947,7
1,110.896096,9
1,108.966476,11
1,104.781332,7
1,111.136888,10
1,113.067815,7
1,109.715602,9
1,111.926351,11
1,111.578609,4
1,111.950775,8
1,113.746797,4
1,113.595230,5
1,113.049871,5
1,109.610672,7
1,111.467163,10
1,112.692240,11
1,102.890332,9
1,112.561004,11
1,112.524098,9
1,119.269331,7
1,113.088000,8
1,104.899108,10
1,110.640767,6
1,109.724042,7
1,110.440593,6
1,113.595230,5
1,111.053383,5
1,111.197630,7
1,113.174374,7
1,113.141914,6
1,115.572161,9
1,111.878976,8
1,110.737115,6
1,111.053383,5
1,116.459677,7
1,103.443774,12
1,116.575205,5
1,109.912682,5
1,107.204940,6
1,116.496008,8
1,108.708964,7
1,119.653359,6
1,110.387534,9
1,108.087363,6
1,117.647206,4
1,105.378084,7
1,116.415414,5
1,110.114290,6
1,110.357251,9
1,105.620602,8
1,112.465692,5
1,115.728424,4
1,109.424348,8
1,120.097679,7
1,112.333415,6
1,110.114290,6
1,104.803941,7
1,113.643077,5
1,115.984997,6
1,112.053736,4
1,113.332686,5
1,111.525732,6
1,113.381701,7
1,105.228005,8
1,114.719660,7
1,115.744470,4
1,114.436095,5
1,108.651268,7
1,109.419728,6
1,107.791959,9
1,111.833546,8
1,105.320318,9
1,114.017145,4
1,109.706617,6
1,107.415665,8
1,114.192503,3
1,112.190637,5
1,113.159005,5
1,114.249547,7
1,114.891466,7
1,104.233469,6
1,111.850140,4
1,109.876810,7
1,116.280321,5
1,109.258702,6
1,111.326296,8
1,116.075246,6
1,113.812050,3
1,107.519415,6
1,117.278462,6
1,103.797577,7
1,118.090922,5
1,104.781332,7
1,112.675158,5
1,110.035015,6
1,112.365446,7
1,116.484872,6
1,113.986343,6
1,112.565293,7
1,111.886518,1
1,114.264533,8
1,113.264588,7
1,112.962879,4
1,108.410692,4
1,114.669960,2
1,109.085428,5
1,114.059294,5
1,110.834945,8
1,119.066621,4
1,106.304395,6
1,114.700522,5
1,115.072072,7
1,114.494392,5
1,114.775406,6
1,113.141914,6
1,114.158568,4
1,110.873249,5
1,113.518797,8
1,116.624945,8
1,115.284426,6
1,114.610801,3
1,112.178644,5
1,109.096886,6
1,112.400268,6
1,118.024769,5
1,110.397941,6
1,111.825502,6
1,114.232175,6
1,112.624725,5
1,112.396637,5
1,113.747747,4
1,110.164302,4
1,115.454721,5
1,112.076248,7
1,109.453705,7
1,110.369056,5
1,115.552223,4
1,115.905328,4
1,113.495103,3
1,115.475299,4
1,107.008807,6
1,111.388011,4
1,104.175186,4
1,113.549257,6
1,116.715749,4
1,112.402931,9
1,116.547425,2
1,111.957292,4
1,120.271524,4
1,116.222456,7
1,110.827272,6
1,115.262201,6
1,114.232175,6
1,116.302758,5
1,116.852818,4
1,112.009595,5
1,107.836312,8
1,115.732865,5
1,118.480635,3
1,103.220767,7
1,111.417102,7
1,112.157708,5
1,111.769084,6
1,111.051712,6
1,115.464730,7
1,112.961108,5
1,99.589652,6
1,109.419728,6
1,106.507864,7
1,110.175408,8
1,112.641135,5
1,109.638779,8
1,111.177169,6
1,114.775406,6
1,109.523785,7
1,114.010417,4
1,117.006897,5
1,111.874742,8
1,107.259587,8
1,111.668305,4
1,110.195361,6
1,111.524312,4
1,110.157711,4
1,117.653968,6
1,109.960300,5
1,113.366516,7
1,116.136030,7
1,109.974620,5
1,108.962413,6
1,112.687950,5
1,117.186572,4
1,112.447974,5
1,112.740706,6
1,108.909274,5
1,111.464039,8
1,112.498821,7
1,109.468997,4
1,113.366516,7
1,114.408703,8
1,112.095587,5
1,114.700522,5
1,111.958399,5
1,117.029068,1
1,111.618209,5
1,113.318330,8
1,116.578285,6
1,113.401043,5
1,112.864959,4
1,112.932490,7
1,111.951204,4
1,116.271629,7
1,116.031256,8
1,110.162918,4
1,115.056596,3
1,115.306250,2
1,112.318727,6
1,113.635694,9
1,109.700338,4
1,112.841288,5
1,110.385368,4
1,111.948388,5
1,111.909328,5
1,111.064597,3
1,111.884221,8
1,116.361826,6
1,110.524373,4
1,115.577711,5
1,116.814123,5
1,115.573097,2
1,109.620770,6
1,113.776199,5
1,106.833564,7
1,114.602274,3
1,118.278476,3
1,116.490575,5
1,113.198643,8
1,113.878149,2
1,114.622095,7
1,110.113625,8
1,116.761808,5
1,111.584444,6
1,114.502731,6
1,113.559384,3
1,117.086772,6
1,114.540898,4
1,117.927452,4
1,109.880380,5
1,110.101218,3
1,114.228712,7
1,111.195221,5
1,113.815648,7
1,112.851402,5
1,110.002177,6
1,117.985692,7
1,110.116368,7
1,109.358944,4
1,114.039709,7
1,109.989537,6
1,108.499232,6
1,114.230395,6
1,116.280321,5
1,114.614407,9
1,117.086772,6
1,111.195221,5
1,107.950580,7
1,112.539184,6
1,118.041618,4
1,115.539700,6
1,111.380602,4
1,115.145023,7
1,112.394057,6
1,118.339106,6
1,117.343357,5
1,108.476584,8
1,114.011678,7
1,116.322138,7
1,114.257282,10
1,113.820493,5
1,113.347180,8
1,109.671719,7
1,111.414709,7
1,115.517970,6
1,117.374820,3
1,115.464730,7
1,111.535937,3
1,116.231047,11
1,109.615619,5
1,117.125337,6
1,114.803651,8
1,113.284926,8
1,115.107387,6
1,113.549257,6
1,119.275325,6
1,113.580235,6
1,113.580235,6
1,117.125337,6
1,113.152367,8
1,103.117463,8
1,115.107387,6
1,119.275325,6
1,107.271867,8
1,113.284926,8
1,119.275325,6
1,114.622270,4
1,114.315828,8
1,114.618686,4
1,117.832773,5
1,113.263954,7
1,117.832773,5
1,115.184873,7
1,111.974212,7
1,105.496848,7
1,112.190637,5
1,113.130823,7
1,112.511631,6
1,105.744021,8
1,113.549257,6
1,112.509146,8
1,109.795422,5
1,115.868457,6
1,115.655898,6
1,109.084243,6
1,115.112539,6
1,117.484361,5
1,117.303251,5
1,115.792134,7
1,117.480703,8
1,115.824801,5
1,116.633127,7
1,116.944359,7
1,99.861996,8
1,117.834415,6
1,117.666946,8
1,113.549257,6
1,109.062864,6
1,119.615565,4
1,114.803651,8
1,113.937072,6
1,107.415665,8
1,104.124911,6
1,120.507725,7
1,112.090700,7
1,117.982257,5
1,115.159905,7
1,117.178573,5
1,113.152367,8
1,118.675718,3
1,117.303251,5
1,110.558463,10
1,115.868457,6
1,112.676786,7
1,110.636949,7
1,121.149145,5
1,118.675718,3
1,117.834415,6
1,115.184873,7
1,108.692976,7
1,110.966227,9
1,118.581254,5
1,117.484361,5
1,98.966979,7
1,113.798354,8
1,117.332865,6
1,113.152367,8
1,112.804930,8
1,105.704558,7
1,113.798354,8
1,109.957633,8
1,102.922324,9
1,113.432202,6
1,117.753666,5
1,111.970025,7
1,117.258385,6
1,111.022930,9
1,112.613259,6
1,106.618815,7
1,108.348515,8
1,116.604767,5
1,114.031137,3
1,117.371319,5
1,109.411089,5
1,115.256758,8
1,112.394917,8
1,115.934605,6
1,119.022104,4
1,114.580066,7
1,116.349646,9
1,111.283851,5
1,114.580066,7
1,111.529307,7
1,110.692100,7
1,101.645643,8
1,115.429035,5
1,109.265830,7
1,114.181604,8
1,117.567972,7
1,114.109202,6
1,110.096778,9
1,115.399190,7
1,114.103170,9
1,111.931202,6
1,113.931271,9
1,114.468208,5
1,113.327733,5
1,117.476483,6
1,117.165993,6
1,116.075167,7
1,117.090676,7
1,115.901733,6
1,118.226206,7
1,114.855719,7
1,120.675540,4
1,104.899108,10
1,115.076407,5
1,114.737467,6
1,106.833564,7
1,114.331438,6
1,118.192562,6
1,114.131395,6
1,113.306304,7
1,107.128767,6
1,116.583429,4
1,115.275651,6
1,111.383363,10
1,117.090676,7
1,116.375928,5
1,110.813926,7
1,120.034626,5
1,110.327309,7
1,113.861397,7
1,112.448433,8
1,116.430199,6
1,112.448433,8
1,112.333201,5
1,113.698110,7
1,107.333016,6
1,118.162626,4
1,114.431256,4
1,116.713365,4
1,106.682089,5
1,116.559070,7
1,117.156376,6
1,109.420670,9
1,114.569000,4
1,111.764851,7
1,113.736588,6
1,115.226187,6
1,107.281344,7
1,113.559384,3
1,118.436782,4
1,108.117032,8
1,111.967321,7
1,108.125767,8
1,113.342493,5
1,107.642638,10
1,114.389625,6
1,109.770453,8
1,114.741872,5
1,108.386186,6
1,115.275651,6
1,114.432095,5
1,112.253891,5
1,114.315622,2
1,122.713908,4
1,113.598510,8
1,107.328884,4
1,110.969959,6
1,109.967560,6
1,108.001186,4
1,112.542656,8
1,116.716359,4
1,113.138652,8
1,114.130603,9
1,108.843949,8
1,109.940104,3
1,105.049102,7
1,112.512063,6
1,105.310918,10
1,110.917877,6
1,117.373837,7
1,111.129871,4
1,115.418388,8
1,107.995733,6
1,113.432202,6
1,109.190475,7
1,113.457992,4
1,109.957633,8
1,110.022610,5
1,104.795534,7
1,118.064077,4
1,118.339106,6
1,117.332865,6
1,111.928185,6
1,114.670886,5
1,106.686673,8
1,105.915462,7
1,113.847639,3
1,112.584808,6
1,117.403739,7
1,107.298828,7
1,112.580359,6
1,103.844731,10
1,108.261013,7
1,111.243444,5
1,105.300480,6
1,110.178331,5
1,111.989920,9
1,112.807079,3
1,112.739577,5
1,112.049017,6
1,119.275325,6
1,107.153040,10
1,117.222311,4
1,107.405075,6
1,113.186227,8
1,112.433452,9
1,117.403739,7
1,113.736867,5
1,111.957292,4
1,112.620497,6
1,106.657293,8
1,110.271399,5
1,113.619182,7
1,115.477578,6
1,115.325896,6
1,113.104497,7
1,112.814069,5
1,109.631457,6
1,116.740029,6
1,107.569298,6
1,107.883657,8
1,105.323747,6
1,115.728424,4
1,118.033716,8
1,109.675017,8
1,114.633115,9
1,115.073471,5
1,110.701121,8
1,107.415698,7
1,114.315828,8
1,113.450006,8
1,118.581254,5
1,112.733940,5
1,116.473522,5
1,108.811020,5
1,113.547182,7
1,114.011678,7
1,106.155391,9
1,116.701913,7
1,116.578285,6
1,114.077654,7
1,115.078825,7
1,120.507725,7
1,113.225639,5
1,105.152843,5
1,118.564462,6
1,120.598572,6
1,116.361826,6
1,115.599234,8
1,113.476979,5
1,118.866289,5
1,120.097679,7
1,115.241241,8
1,110.719761,4
1,117.096051,3
1,101.875088,9
1,106.607024,7
1,109.288678,10
1,110.918550,4
1,110.976851,9
1,116.431277,6
1,111.353047,8
1,114.240894,8
1,111.083010,5
1,106.926173,6
1,109.160714,8
1,108.117230,2
1,104.137592,6
1,111.983937,6
1,117.572506,7
1,117.895144,5
1,109.426439,3
1,108.234048,5
1,110.610236,7
1,113.293012,6
1,115.325896,6
1,111.885604,6
1,111.162274,8
1,112.026937,4
1,113.856994,4
1,110.310040,4
1,116.604767,5
1,100.061302,5
1,114.020819,10
1,110.706418,5
1,111.624665,9
1,112.550939,8
1,109.974620,5
1,115.653390,3
1,114.547380,8
1,108.530357,4
1,115.645171,5
1,113.480544,5
1,113.649662,8
1,112.842541,8
1,113.666421,6
1,111.270644,6
1,111.662944,5
1,116.359290,5
1,110.036848,8
1,110.002177,6
1,115.055815,6
1,117.028803,6
1,110.627606,6
1,107.975936,6
1,115.065085,5
1,115.699535,7
1,113.851373,6
1,106.930536,3
1,107.995733,6
1,113.378730,6
1,111.407130,8
1,107.506041,7
1,114.993741,5
1,113.172816,9
1,111.713236,5
1,113.825564,5
1,107.247787,8
1,112.864679,4
1,111.010358,8
1,111.209662,6
1,116.650347,6
1,116.063284,3
1,106.904299,10
1,115.801916,7
1,110.478614,9
1,115.100704,6
1,114.218189,7
1,122.713908,4
1,113.624293,5
1,115.532783,6
1,110.162918,4
1,110.310040,4
1,110.681416,8
1,106.896738,8
1,112.555174,9
1,114.347363,6
1,111.936976,9
1,112.730587,7
1,116.083171,7
1,105.318204,6
1,111.303808,6
1,115.136226,5
1,114.001903,7
1,112.912530,6
1,112.022587,6
1,115.053749,7
1,114.131395,6
1,114.633027,5
1,111.739633,10
1,109.669757,9
1,112.666177,6
1,101.402877,10
1,107.086513,5
